Report Date:,28/09/2017 16:18:43
Report User Name:,gvw
Report Computer Name:,DZ0044
Application:,WinSitu.exe
Application Version:,5.6.25.0


Log File Properties
File Name,RN24762_Append_2017-09-27_09-43-49-384.wsl
Create Date,27/09/2017 09:43:49

Device Properties
Device,Level TROLL 300
Site,RN24762  at round about
Device Name,RN011819_T_300_use_B_T_SN_177035
Serial Number,177117
Firmware Version,2.05
Hardware Version,3
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,28

Log Configuration
,Log Name,RN24762
,Created By,gvw
,Computer Name,DZ0044
,Application,WinSitu.exe
,Application Version,5.6.25.0
,Create Date,20/04/2016 11:33:47 AUS Central Standard Time
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,20/04/2016 12:00:00 AUS Central Standard Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 01 mins: 00 secs: 00



Level Reference Settings At Log Creation
,        Level Measurement Mode,Level Depth To Water
,              Specific Gravity,0.999
,          Level Reference Mode:,Set first logged value to offset
,        Level Reference Offset:,5.59 (m)


Other Log Settings
,Depth of Probe:,10.3109 (m)
,Head Pressure:,1030.06 (cmH2O)
,Temperature:,34.4233 (C)



Log Data:
Record Count,12598

Sensors,1

 ,1,177117,Pressure/Temp 30 PSIA (10.9m/35.8ft)

Time Zone: AUS Central Standard Time

,Sensor: Pres(A) 35.8ft        ,Sensor: Pres(A) 35.8ft        ,Sensor: Pres(A) 35.8ft        ,
,SN#: 177117                   ,SN#: 177117                   ,SN#: 177117                   ,
Date and Time,Pressure (cmH2O)              ,Temperature (C)               ,Level Depth To Water (m)      ,
31/08/2017 04:00:00    ,                      1766.253,                        30.114,                         5.312,
31/08/2017 05:00:00    ,                      1766.321,                        30.115,                         5.312,
31/08/2017 06:00:00    ,                      1766.559,                        30.116,                         5.309,
31/08/2017 07:00:00    ,                      1766.909,                        30.115,                         5.306,
31/08/2017 08:00:00    ,                      1767.155,                        30.117,                         5.303,
31/08/2017 09:00:00    ,                      1767.550,                        30.112,                         5.299,
31/08/2017 10:00:00    ,                      1767.489,                        30.116,                         5.300,
31/08/2017 11:00:00    ,                      1767.247,                        30.113,                         5.302,
31/08/2017 12:00:00    ,                      1766.675,                        30.114,                         5.308,
31/08/2017 13:00:00    ,                      1766.180,                        30.116,                         5.313,
31/08/2017 14:00:00    ,                      1765.810,                        30.112,                         5.317,
31/08/2017 15:00:00    ,                      1765.113,                        30.113,                         5.324,
31/08/2017 16:00:00    ,                      1764.718,                        30.113,                         5.328,
31/08/2017 17:00:00    ,                      1764.428,                        30.112,                         5.331,
31/08/2017 18:00:00    ,                      1764.493,                        30.111,                         5.330,
31/08/2017 19:00:00    ,                      1764.903,                        30.113,                         5.326,
31/08/2017 20:00:00    ,                      1765.004,                        30.115,                         5.325,
31/08/2017 21:00:00    ,                      1765.234,                        30.115,                         5.322,
31/08/2017 22:00:00    ,                      1765.677,                        30.113,                         5.318,
31/08/2017 23:00:00    ,                      1765.685,                        30.114,                         5.318,
01/09/2017 00:00:00    ,                      1765.798,                        30.114,                         5.317,
01/09/2017 01:00:00    ,                      1765.480,                        30.112,                         5.320,
01/09/2017 02:00:00    ,                      1765.657,                        30.113,                         5.318,
01/09/2017 03:00:00    ,                      1765.657,                        30.116,                         5.318,
01/09/2017 04:00:00    ,                      1765.439,                        30.113,                         5.320,
01/09/2017 05:00:00    ,                      1765.121,                        30.114,                         5.324,
01/09/2017 06:00:00    ,                      1765.274,                        30.113,                         5.322,
01/09/2017 07:00:00    ,                      1765.544,                        30.111,                         5.319,
01/09/2017 08:00:00    ,                      1765.830,                        30.113,                         5.317,
01/09/2017 09:00:00    ,                      1765.741,                        30.112,                         5.317,
01/09/2017 10:00:00    ,                      1765.749,                        30.114,                         5.317,
01/09/2017 11:00:00    ,                      1765.503,                        30.115,                         5.320,
01/09/2017 12:00:00    ,                      1764.903,                        30.113,                         5.326,
01/09/2017 13:00:00    ,                      1764.336,                        30.114,                         5.331,
01/09/2017 14:00:00    ,                      1763.876,                        30.114,                         5.336,
01/09/2017 15:00:00    ,                      1763.204,                        30.114,                         5.343,
01/09/2017 16:00:00    ,                      1762.676,                        30.111,                         5.348,
01/09/2017 17:00:00    ,                      1762.680,                        30.112,                         5.348,
01/09/2017 18:00:00    ,                      1762.434,                        30.112,                         5.351,
01/09/2017 19:00:00    ,                      1762.874,                        30.114,                         5.346,
01/09/2017 20:00:00    ,                      1763.313,                        30.114,                         5.342,
01/09/2017 21:00:00    ,                      1763.578,                        30.113,                         5.339,
01/09/2017 22:00:00    ,                      1763.780,                        30.115,                         5.337,
01/09/2017 23:00:00    ,                      1763.796,                        30.115,                         5.337,
02/09/2017 00:00:00    ,                      1763.832,                        30.113,                         5.337,
02/09/2017 01:00:00    ,                      1763.921,                        30.114,                         5.336,
02/09/2017 02:00:00    ,                      1763.800,                        30.114,                         5.337,
02/09/2017 03:00:00    ,                      1763.969,                        30.116,                         5.335,
02/09/2017 04:00:00    ,                      1763.840,                        30.114,                         5.336,
02/09/2017 05:00:00    ,                      1763.731,                        30.112,                         5.338,
02/09/2017 06:00:00    ,                      1763.901,                        30.113,                         5.336,
02/09/2017 07:00:00    ,                      1764.070,                        30.111,                         5.334,
02/09/2017 08:00:00    ,                      1764.332,                        30.114,                         5.332,
02/09/2017 09:00:00    ,                      1764.617,                        30.114,                         5.329,
02/09/2017 10:00:00    ,                      1764.392,                        30.113,                         5.331,
02/09/2017 11:00:00    ,                      1763.993,                        30.114,                         5.335,
02/09/2017 12:00:00    ,                      1763.711,                        30.114,                         5.338,
02/09/2017 13:00:00    ,                      1763.140,                        30.114,                         5.343,
02/09/2017 14:00:00    ,                      1762.660,                        30.112,                         5.348,
02/09/2017 15:00:00    ,                      1762.116,                        30.115,                         5.354,
02/09/2017 16:00:00    ,                      1761.899,                        30.113,                         5.356,
02/09/2017 17:00:00    ,                      1761.673,                        30.113,                         5.358,
02/09/2017 18:00:00    ,                      1761.863,                        30.114,                         5.356,
02/09/2017 19:00:00    ,                      1761.996,                        30.113,                         5.355,
02/09/2017 20:00:00    ,                      1762.322,                        30.115,                         5.352,
02/09/2017 21:00:00    ,                      1762.515,                        30.114,                         5.350,
02/09/2017 22:00:00    ,                      1762.858,                        30.112,                         5.346,
02/09/2017 23:00:00    ,                      1763.131,                        30.114,                         5.344,
03/09/2017 00:00:00    ,                      1763.268,                        30.116,                         5.342,
03/09/2017 01:00:00    ,                      1763.147,                        30.113,                         5.343,
03/09/2017 02:00:00    ,                      1763.111,                        30.115,                         5.344,
03/09/2017 03:00:00    ,                      1763.143,                        30.112,                         5.343,
03/09/2017 04:00:00    ,                      1763.119,                        30.113,                         5.344,
03/09/2017 05:00:00    ,                      1763.216,                        30.110,                         5.343,
03/09/2017 06:00:00    ,                      1763.442,                        30.113,                         5.340,
03/09/2017 07:00:00    ,                      1763.683,                        30.111,                         5.338,
03/09/2017 08:00:00    ,                      1763.715,                        30.113,                         5.338,
03/09/2017 09:00:00    ,                      1763.836,                        30.111,                         5.336,
03/09/2017 10:00:00    ,                      1763.860,                        30.114,                         5.336,
03/09/2017 11:00:00    ,                      1763.590,                        30.112,                         5.339,
03/09/2017 12:00:00    ,                      1762.995,                        30.114,                         5.345,
03/09/2017 13:00:00    ,                      1762.499,                        30.114,                         5.350,
03/09/2017 14:00:00    ,                      1761.855,                        30.111,                         5.356,
03/09/2017 15:00:00    ,                      1761.384,                        30.111,                         5.361,
03/09/2017 16:00:00    ,                      1761.106,                        30.114,                         5.364,
03/09/2017 17:00:00    ,                      1760.949,                        30.112,                         5.365,
03/09/2017 18:00:00    ,                      1760.760,                        30.112,                         5.367,
03/09/2017 19:00:00    ,                      1760.699,                        30.113,                         5.368,
03/09/2017 20:00:00    ,                      1760.928,                        30.113,                         5.366,
03/09/2017 21:00:00    ,                      1761.275,                        30.116,                         5.362,
03/09/2017 22:00:00    ,                      1761.331,                        30.113,                         5.362,
03/09/2017 23:00:00    ,                      1761.432,                        30.112,                         5.361,
04/09/2017 00:00:00    ,                      1761.384,                        30.113,                         5.361,
04/09/2017 01:00:00    ,                      1761.368,                        30.117,                         5.361,
04/09/2017 02:00:00    ,                      1761.597,                        30.116,                         5.359,
04/09/2017 03:00:00    ,                      1761.955,                        30.114,                         5.355,
04/09/2017 04:00:00    ,                      1761.597,                        30.113,                         5.359,
04/09/2017 05:00:00    ,                      1761.553,                        30.113,                         5.359,
04/09/2017 06:00:00    ,                      1761.843,                        30.113,                         5.356,
04/09/2017 07:00:00    ,                      1761.935,                        30.115,                         5.356,
04/09/2017 08:00:00    ,                      1762.221,                        30.113,                         5.353,
04/09/2017 09:00:00    ,                      1762.221,                        30.116,                         5.353,
04/09/2017 10:00:00    ,                      1762.322,                        30.112,                         5.352,
04/09/2017 11:00:00    ,                      1761.879,                        30.115,                         5.356,
04/09/2017 12:00:00    ,                      1761.303,                        30.112,                         5.362,
04/09/2017 13:00:00    ,                      1760.461,                        30.111,                         5.370,
04/09/2017 14:00:00    ,                      1760.163,                        30.111,                         5.373,
04/09/2017 15:00:00    ,                      1760.243,                        30.112,                         5.372,
04/09/2017 16:00:00    ,                      1759.523,                        30.114,                         5.380,
04/09/2017 17:00:00    ,                      1759.265,                        30.113,                         5.382,
04/09/2017 18:00:00    ,                      1759.189,                        30.112,                         5.383,
04/09/2017 19:00:00    ,                      1759.470,                        30.110,                         5.380,
04/09/2017 20:00:00    ,                      1759.789,                        30.113,                         5.377,
04/09/2017 21:00:00    ,                      1760.171,                        30.114,                         5.373,
04/09/2017 22:00:00    ,                      1760.490,                        30.111,                         5.370,
04/09/2017 23:00:00    ,                      1760.437,                        30.113,                         5.371,
05/09/2017 00:00:00    ,                      1760.864,                        30.113,                         5.366,
05/09/2017 01:00:00    ,                      1760.622,                        30.112,                         5.369,
05/09/2017 02:00:00    ,                      1760.469,                        30.112,                         5.370,
05/09/2017 03:00:00    ,                      1760.401,                        30.115,                         5.371,
05/09/2017 04:00:00    ,                      1760.143,                        30.113,                         5.373,
05/09/2017 05:00:00    ,                      1760.264,                        30.113,                         5.372,
05/09/2017 06:00:00    ,                      1760.582,                        30.114,                         5.369,
05/09/2017 07:00:00    ,                      1760.655,                        30.110,                         5.368,
05/09/2017 08:00:00    ,                      1760.872,                        30.115,                         5.366,
05/09/2017 09:00:00    ,                      1761.017,                        30.114,                         5.365,
05/09/2017 10:00:00    ,                      1760.932,                        30.113,                         5.366,
05/09/2017 11:00:00    ,                      1760.586,                        30.110,                         5.369,
05/09/2017 12:00:00    ,                      1760.115,                        30.113,                         5.374,
05/09/2017 13:00:00    ,                      1759.527,                        30.113,                         5.380,
05/09/2017 14:00:00    ,                      1759.180,                        30.113,                         5.383,
05/09/2017 15:00:00    ,                      1758.347,                        30.112,                         5.391,
05/09/2017 16:00:00    ,                      1758.434,                        30.112,                         5.391,
05/09/2017 17:00:00    ,                      1758.214,                        30.114,                         5.393,
05/09/2017 18:00:00    ,                      1758.182,                        30.112,                         5.393,
05/09/2017 19:00:00    ,                      1758.492,                        30.112,                         5.390,
05/09/2017 20:00:00    ,                      1758.609,                        30.114,                         5.389,
05/09/2017 21:00:00    ,                      1758.971,                        30.114,                         5.385,
05/09/2017 22:00:00    ,                      1759.092,                        30.113,                         5.384,
05/09/2017 23:00:00    ,                      1759.120,                        30.114,                         5.384,
06/09/2017 00:00:00    ,                      1759.429,                        30.114,                         5.381,
06/09/2017 01:00:00    ,                      1758.963,                        30.113,                         5.385,
06/09/2017 02:00:00    ,                      1759.039,                        30.113,                         5.384,
06/09/2017 03:00:00    ,                      1758.963,                        30.114,                         5.385,
06/09/2017 04:00:00    ,                      1759.064,                        30.115,                         5.384,
06/09/2017 05:00:00    ,                      1759.152,                        30.111,                         5.383,
06/09/2017 06:00:00    ,                      1759.362,                        30.111,                         5.381,
06/09/2017 07:00:00    ,                      1759.973,                        30.116,                         5.375,
06/09/2017 08:00:00    ,                      1759.998,                        30.113,                         5.375,
06/09/2017 09:00:00    ,                      1760.087,                        30.114,                         5.374,
06/09/2017 10:00:00    ,                      1760.300,                        30.114,                         5.372,
06/09/2017 11:00:00    ,                      1759.861,                        30.112,                         5.376,
06/09/2017 12:00:00    ,                      1759.656,                        30.114,                         5.378,
06/09/2017 13:00:00    ,                      1758.870,                        30.111,                         5.386,
06/09/2017 14:00:00    ,                      1758.504,                        30.111,                         5.390,
06/09/2017 15:00:00    ,                      1757.904,                        30.115,                         5.396,
06/09/2017 16:00:00    ,                      1757.610,                        30.113,                         5.399,
06/09/2017 17:00:00    ,                      1757.505,                        30.112,                         5.400,
06/09/2017 18:00:00    ,                      1757.775,                        30.112,                         5.397,
06/09/2017 19:00:00    ,                      1757.795,                        30.111,                         5.397,
06/09/2017 20:00:00    ,                      1758.250,                        30.113,                         5.392,
06/09/2017 21:00:00    ,                      1758.323,                        30.111,                         5.392,
06/09/2017 22:00:00    ,                      1758.524,                        30.112,                         5.390,
06/09/2017 23:00:00    ,                      1758.673,                        30.113,                         5.388,
07/09/2017 00:00:00    ,                      1758.689,                        30.115,                         5.388,
07/09/2017 01:00:00    ,                      1758.604,                        30.113,                         5.389,
07/09/2017 02:00:00    ,                      1758.363,                        30.114,                         5.391,
07/09/2017 03:00:00    ,                      1758.620,                        30.112,                         5.389,
07/09/2017 04:00:00    ,                      1758.347,                        30.113,                         5.391,
07/09/2017 05:00:00    ,                      1758.552,                        30.114,                         5.389,
07/09/2017 06:00:00    ,                      1758.883,                        30.111,                         5.386,
07/09/2017 07:00:00    ,                      1759.382,                        30.115,                         5.381,
07/09/2017 08:00:00    ,                      1759.877,                        30.112,                         5.376,
07/09/2017 09:00:00    ,                      1760.006,                        30.112,                         5.375,
07/09/2017 10:00:00    ,                      1759.877,                        30.113,                         5.376,
07/09/2017 11:00:00    ,                      1759.632,                        30.109,                         5.379,
07/09/2017 12:00:00    ,                      1758.911,                        30.112,                         5.386,
07/09/2017 13:00:00    ,                      1758.077,                        30.112,                         5.394,
07/09/2017 14:00:00    ,                      1757.509,                        30.112,                         5.400,
07/09/2017 15:00:00    ,                      1756.820,                        30.111,                         5.407,
07/09/2017 16:00:00    ,                      1756.538,                        30.113,                         5.410,
07/09/2017 17:00:00    ,                      1756.305,                        30.113,                         5.412,
07/09/2017 18:00:00    ,                      1756.687,                        30.113,                         5.408,
07/09/2017 19:00:00    ,                      1756.953,                        30.112,                         5.405,
07/09/2017 20:00:00    ,                      1757.284,                        30.112,                         5.402,
07/09/2017 21:00:00    ,                      1757.694,                        30.115,                         5.398,
07/09/2017 22:00:00    ,                      1757.751,                        30.112,                         5.397,
07/09/2017 23:00:00    ,                      1758.233,                        30.112,                         5.393,
08/09/2017 00:00:00    ,                      1757.884,                        30.112,                         5.396,
08/09/2017 01:00:00    ,                      1757.827,                        30.114,                         5.397,
08/09/2017 02:00:00    ,                      1757.983,                        30.113,                         5.395,
08/09/2017 03:00:00    ,                      1757.352,                        30.114,                         5.401,
08/09/2017 04:00:00    ,                      1757.324,                        30.110,                         5.402,
08/09/2017 05:00:00    ,                      1757.719,                        30.112,                         5.398,
08/09/2017 06:00:00    ,                      1757.900,                        30.113,                         5.396,
08/09/2017 07:00:00    ,                      1758.303,                        30.112,                         5.392,
08/09/2017 08:00:00    ,                      1758.645,                        30.112,                         5.388,
08/09/2017 09:00:00    ,                      1758.822,                        30.115,                         5.387,
08/09/2017 10:00:00    ,                      1758.693,                        30.111,                         5.388,
08/09/2017 11:00:00    ,                      1758.661,                        30.112,                         5.388,
08/09/2017 12:00:00    ,                      1757.795,                        30.110,                         5.397,
08/09/2017 13:00:00    ,                      1756.921,                        30.113,                         5.406,
08/09/2017 14:00:00    ,                      1756.410,                        30.114,                         5.411,
08/09/2017 15:00:00    ,                      1755.914,                        30.111,                         5.416,
08/09/2017 16:00:00    ,                      1755.540,                        30.112,                         5.420,
08/09/2017 17:00:00    ,                      1755.753,                        30.115,                         5.417,
08/09/2017 18:00:00    ,                      1755.649,                        30.113,                         5.418,
08/09/2017 19:00:00    ,                      1755.979,                        30.113,                         5.415,
08/09/2017 20:00:00    ,                      1756.325,                        30.114,                         5.412,
08/09/2017 21:00:00    ,                      1756.692,                        30.115,                         5.408,
08/09/2017 22:00:00    ,                      1756.736,                        30.112,                         5.408,
08/09/2017 23:00:00    ,                      1756.623,                        30.112,                         5.409,
09/09/2017 00:00:00    ,                      1756.442,                        30.114,                         5.410,
09/09/2017 01:00:00    ,                      1756.079,                        30.113,                         5.414,
09/09/2017 02:00:00    ,                      1755.894,                        30.113,                         5.416,
09/09/2017 03:00:00    ,                      1755.588,                        30.113,                         5.419,
09/09/2017 04:00:00    ,                      1755.507,                        30.114,                         5.420,
09/09/2017 05:00:00    ,                      1755.523,                        30.113,                         5.420,
09/09/2017 06:00:00    ,                      1755.568,                        30.114,                         5.419,
09/09/2017 07:00:00    ,                      1755.802,                        30.114,                         5.417,
09/09/2017 08:00:00    ,                      1755.995,                        30.114,                         5.415,
09/09/2017 09:00:00    ,                      1755.979,                        30.114,                         5.415,
09/09/2017 10:00:00    ,                      1756.071,                        30.112,                         5.414,
09/09/2017 11:00:00    ,                      1755.625,                        30.114,                         5.419,
09/09/2017 12:00:00    ,                      1755.125,                        30.113,                         5.424,
09/09/2017 13:00:00    ,                      1754.644,                        30.113,                         5.428,
09/09/2017 14:00:00    ,                      1753.840,                        30.112,                         5.437,
09/09/2017 15:00:00    ,                      1753.685,                        30.112,                         5.438,
09/09/2017 16:00:00    ,                      1752.821,                        30.108,                         5.447,
09/09/2017 17:00:00    ,                      1752.886,                        30.112,                         5.446,
09/09/2017 18:00:00    ,                      1753.347,                        30.112,                         5.441,
09/09/2017 19:00:00    ,                      1753.260,                        30.112,                         5.442,
09/09/2017 20:00:00    ,                      1753.878,                        30.112,                         5.436,
09/09/2017 21:00:00    ,                      1753.703,                        30.110,                         5.438,
09/09/2017 22:00:00    ,                      1753.937,                        30.113,                         5.436,
09/09/2017 23:00:00    ,                      1753.993,                        30.113,                         5.435,
10/09/2017 00:00:00    ,                      1754.223,                        30.111,                         5.433,
10/09/2017 01:00:00    ,                      1753.953,                        30.112,                         5.435,
10/09/2017 02:00:00    ,                      1753.659,                        30.112,                         5.438,
10/09/2017 03:00:00    ,                      1753.441,                        30.112,                         5.441,
10/09/2017 04:00:00    ,                      1753.236,                        30.109,                         5.443,
10/09/2017 05:00:00    ,                      1753.550,                        30.111,                         5.439,
10/09/2017 06:00:00    ,                      1753.792,                        30.114,                         5.437,
10/09/2017 07:00:00    ,                      1754.070,                        30.114,                         5.434,
10/09/2017 08:00:00    ,                      1754.448,                        30.113,                         5.430,
10/09/2017 09:00:00    ,                      1755.022,                        30.110,                         5.425,
10/09/2017 10:00:00    ,                      1754.710,                        30.112,                         5.428,
10/09/2017 11:00:00    ,                      1754.360,                        30.111,                         5.431,
10/09/2017 12:00:00    ,                      1753.776,                        30.113,                         5.437,
10/09/2017 13:00:00    ,                      1753.091,                        30.113,                         5.444,
10/09/2017 14:00:00    ,                      1752.431,                        30.112,                         5.451,
10/09/2017 15:00:00    ,                      1751.734,                        30.112,                         5.458,
10/09/2017 16:00:00    ,                      1751.307,                        30.111,                         5.462,
10/09/2017 17:00:00    ,                      1751.413,                        30.111,                         5.461,
10/09/2017 18:00:00    ,                      1751.226,                        30.111,                         5.463,
10/09/2017 19:00:00    ,                      1751.722,                        30.111,                         5.458,
10/09/2017 20:00:00    ,                      1752.064,                        30.112,                         5.454,
10/09/2017 21:00:00    ,                      1752.507,                        30.113,                         5.450,
10/09/2017 22:00:00    ,                      1753.073,                        30.114,                         5.444,
10/09/2017 23:00:00    ,                      1753.051,                        30.111,                         5.444,
11/09/2017 00:00:00    ,                      1753.143,                        30.112,                         5.444,
11/09/2017 01:00:00    ,                      1752.797,                        30.113,                         5.447,
11/09/2017 02:00:00    ,                      1752.640,                        30.113,                         5.449,
11/09/2017 03:00:00    ,                      1752.594,                        30.111,                         5.449,
11/09/2017 04:00:00    ,                      1752.581,                        30.112,                         5.449,
11/09/2017 05:00:00    ,                      1752.064,                        30.112,                         5.454,
11/09/2017 06:00:00    ,                      1752.370,                        30.111,                         5.451,
11/09/2017 07:00:00    ,                      1752.603,                        30.111,                         5.449,
11/09/2017 08:00:00    ,                      1753.071,                        30.113,                         5.444,
11/09/2017 09:00:00    ,                      1753.248,                        30.111,                         5.442,
11/09/2017 10:00:00    ,                      1753.333,                        30.113,                         5.442,
11/09/2017 11:00:00    ,                      1753.103,                        30.112,                         5.444,
11/09/2017 12:00:00    ,                      1752.491,                        30.111,                         5.450,
11/09/2017 13:00:00    ,                      1751.754,                        30.113,                         5.457,
11/09/2017 14:00:00    ,                      1751.234,                        30.114,                         5.463,
11/09/2017 15:00:00    ,                      1750.493,                        30.112,                         5.470,
11/09/2017 16:00:00    ,                      1750.058,                        30.113,                         5.474,
11/09/2017 17:00:00    ,                      1749.962,                        30.112,                         5.475,
11/09/2017 18:00:00    ,                      1750.086,                        30.112,                         5.474,
11/09/2017 19:00:00    ,                      1750.692,                        30.110,                         5.468,
11/09/2017 20:00:00    ,                      1750.812,                        30.115,                         5.467,
11/09/2017 21:00:00    ,                      1750.993,                        30.114,                         5.465,
11/09/2017 22:00:00    ,                      1751.683,                        30.112,                         5.458,
11/09/2017 23:00:00    ,                      1751.613,                        30.113,                         5.459,
12/09/2017 00:00:00    ,                      1751.842,                        30.114,                         5.457,
12/09/2017 01:00:00    ,                      1751.532,                        30.112,                         5.460,
12/09/2017 02:00:00    ,                      1751.202,                        30.111,                         5.463,
12/09/2017 03:00:00    ,                      1751.425,                        30.113,                         5.461,
12/09/2017 04:00:00    ,                      1751.202,                        30.111,                         5.463,
12/09/2017 05:00:00    ,                      1751.727,                        30.112,                         5.458,
12/09/2017 06:00:00    ,                      1751.504,                        30.112,                         5.460,
12/09/2017 07:00:00    ,                      1751.742,                        30.113,                         5.458,
12/09/2017 08:00:00    ,                      1752.068,                        30.112,                         5.454,
12/09/2017 09:00:00    ,                      1752.221,                        30.114,                         5.453,
12/09/2017 10:00:00    ,                      1752.416,                        30.112,                         5.451,
12/09/2017 11:00:00    ,                      1752.247,                        30.112,                         5.452,
12/09/2017 12:00:00    ,                      1751.222,                        30.112,                         5.463,
12/09/2017 13:00:00    ,                      1750.594,                        30.112,                         5.469,
12/09/2017 14:00:00    ,                      1750.090,                        30.111,                         5.474,
12/09/2017 15:00:00    ,                      1749.450,                        30.112,                         5.480,
12/09/2017 16:00:00    ,                      1748.983,                        30.111,                         5.485,
12/09/2017 17:00:00    ,                      1748.826,                        30.112,                         5.487,
12/09/2017 18:00:00    ,                      1748.737,                        30.110,                         5.488,
12/09/2017 19:00:00    ,                      1749.088,                        30.112,                         5.484,
12/09/2017 20:00:00    ,                      1749.782,                        30.113,                         5.477,
12/09/2017 21:00:00    ,                      1749.632,                        30.110,                         5.479,
12/09/2017 22:00:00    ,                      1749.845,                        30.112,                         5.477,
12/09/2017 23:00:00    ,                      1750.123,                        30.112,                         5.474,
13/09/2017 00:00:00    ,                      1750.139,                        30.112,                         5.474,
13/09/2017 01:00:00    ,                      1749.897,                        30.112,                         5.476,
13/09/2017 02:00:00    ,                      1749.801,                        30.111,                         5.477,
13/09/2017 03:00:00    ,                      1749.696,                        30.108,                         5.478,
13/09/2017 04:00:00    ,                      1749.478,                        30.112,                         5.480,
13/09/2017 05:00:00    ,                      1749.539,                        30.112,                         5.480,
13/09/2017 06:00:00    ,                      1749.515,                        30.111,                         5.480,
13/09/2017 07:00:00    ,                      1750.002,                        30.113,                         5.475,
13/09/2017 08:00:00    ,                      1750.320,                        30.113,                         5.472,
13/09/2017 09:00:00    ,                      1750.493,                        30.112,                         5.470,
13/09/2017 10:00:00    ,                      1750.530,                        30.114,                         5.470,
13/09/2017 11:00:00    ,                      1750.079,                        30.112,                         5.474,
13/09/2017 12:00:00    ,                      1749.865,                        30.111,                         5.476,
13/09/2017 13:00:00    ,                      1749.196,                        30.111,                         5.483,
13/09/2017 14:00:00    ,                      1748.503,                        30.113,                         5.490,
13/09/2017 15:00:00    ,                      1748.057,                        30.113,                         5.494,
13/09/2017 16:00:00    ,                      1747.436,                        30.113,                         5.501,
13/09/2017 17:00:00    ,                      1747.727,                        30.111,                         5.498,
13/09/2017 18:00:00    ,                      1747.412,                        30.109,                         5.501,
13/09/2017 19:00:00    ,                      1747.416,                        30.111,                         5.501,
13/09/2017 20:00:00    ,                      1747.911,                        30.113,                         5.496,
13/09/2017 21:00:00    ,                      1748.339,                        30.113,                         5.492,
13/09/2017 22:00:00    ,                      1748.725,                        30.111,                         5.488,
13/09/2017 23:00:00    ,                      1748.931,                        30.112,                         5.486,
14/09/2017 00:00:00    ,                      1749.322,                        30.112,                         5.482,
14/09/2017 01:00:00    ,                      1749.061,                        30.112,                         5.484,
14/09/2017 02:00:00    ,                      1748.669,                        30.112,                         5.488,
14/09/2017 03:00:00    ,                      1748.649,                        30.112,                         5.489,
14/09/2017 04:00:00    ,                      1748.371,                        30.113,                         5.491,
14/09/2017 05:00:00    ,                      1748.294,                        30.113,                         5.492,
14/09/2017 06:00:00    ,                      1748.770,                        30.112,                         5.487,
14/09/2017 07:00:00    ,                      1748.919,                        30.113,                         5.486,
14/09/2017 08:00:00    ,                      1748.971,                        30.111,                         5.485,
14/09/2017 09:00:00    ,                      1749.233,                        30.114,                         5.483,
14/09/2017 10:00:00    ,                      1749.624,                        30.113,                         5.479,
14/09/2017 11:00:00    ,                      1749.274,                        30.113,                         5.482,
14/09/2017 12:00:00    ,                      1748.581,                        30.114,                         5.489,
14/09/2017 13:00:00    ,                      1748.037,                        30.111,                         5.495,
14/09/2017 14:00:00    ,                      1747.601,                        30.112,                         5.499,
14/09/2017 15:00:00    ,                      1747.215,                        30.111,                         5.503,
14/09/2017 16:00:00    ,                      1746.691,                        30.112,                         5.508,
14/09/2017 17:00:00    ,                      1746.538,                        30.113,                         5.510,
14/09/2017 18:00:00    ,                      1746.510,                        30.111,                         5.510,
14/09/2017 19:00:00    ,                      1747.187,                        30.112,                         5.503,
14/09/2017 20:00:00    ,                      1747.432,                        30.112,                         5.501,
14/09/2017 21:00:00    ,                      1747.601,                        30.112,                         5.499,
14/09/2017 22:00:00    ,                      1747.888,                        30.112,                         5.496,
14/09/2017 23:00:00    ,                      1747.980,                        30.113,                         5.495,
15/09/2017 00:00:00    ,                      1748.290,                        30.111,                         5.492,
15/09/2017 01:00:00    ,                      1748.411,                        30.113,                         5.491,
15/09/2017 02:00:00    ,                      1748.411,                        30.112,                         5.491,
15/09/2017 03:00:00    ,                      1748.190,                        30.112,                         5.493,
15/09/2017 04:00:00    ,                      1748.242,                        30.111,                         5.493,
15/09/2017 05:00:00    ,                      1748.375,                        30.110,                         5.491,
15/09/2017 06:00:00    ,                      1748.697,                        30.110,                         5.488,
15/09/2017 07:00:00    ,                      1748.790,                        30.112,                         5.487,
15/09/2017 08:00:00    ,                      1749.031,                        30.112,                         5.485,
15/09/2017 09:00:00    ,                      1749.305,                        30.113,                         5.482,
15/09/2017 10:00:00    ,                      1749.088,                        30.114,                         5.484,
15/09/2017 11:00:00    ,                      1748.922,                        30.111,                         5.486,
15/09/2017 12:00:00    ,                      1748.613,                        30.112,                         5.489,
15/09/2017 13:00:00    ,                      1748.020,                        30.114,                         5.495,
15/09/2017 14:00:00    ,                      1747.453,                        30.111,                         5.500,
15/09/2017 15:00:00    ,                      1747.078,                        30.111,                         5.504,
15/09/2017 16:00:00    ,                      1746.542,                        30.110,                         5.510,
15/09/2017 17:00:00    ,                      1746.402,                        30.113,                         5.511,
